iter	Logloss
453	0.2669697543
454	0.2667682113
455	0.2665618077
456	0.2664355846
457	0.2663486522
458	0.2661900559
459	0.2660130167
460	0.2658325627
461	0.265760559
462	0.2656398469
463	0.26536477
464	0.2651978468
465	0.2651046258
466	0.2649011131
467	0.264759497
468	0.26464722
469	0.2645549305
470	0.2643315943
471	0.2642207346
472	0.2640608399
473	0.263947423
474	0.2637998429
475	0.2636461465
476	0.2635119319
477	0.26339315
478	0.2632407629
479	0.2631385018
480	0.2630286842
481	0.2629658036
482	0.2628410467
483	0.2627196985
484	0.2625540894
485	0.2624884278
486	0.2623536533
487	0.2622463958
488	0.2621062131
489	0.2619604518
490	0.2618568364
491	0.2617100033
492	0.2615869014
493	0.2614549866
494	0.2612577709
495	0.2611100552
496	0.2609385051
497	0.2608109733
498	0.2607181329
499	0.2606469052
500	0.2605362006
501	0.2604417355
502	0.2603687123
503	0.2602248468
504	0.2600843078
505	0.2599601796
506	0.2598552123
507	0.2597530956
508	0.2595495129
509	0.259339897
510	0.259232965
511	0.2591160109
512	0.2589668315
513	0.2588448341
514	0.2587639312
515	0.2586833445
516	0.2585681022
517	0.2584426529
518	0.2583225275
519	0.2581945733
520	0.2580664052
521	0.2579239514
